"time","datetime","location","element","solar(W/m2)"
1648155600000,2022-03-27T00:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T00:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T01:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T01:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T02:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T02:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T03:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T03:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T04:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T04:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T05:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T05:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T06:00:00+09:00,valor00001,solar,91.94
1648155600000,2022-03-27T06:30:00+09:00,valor00001,solar,426.48
1648155600000,2022-03-27T07:00:00+09:00,valor00001,solar,755.17
1648155600000,2022-03-27T07:30:00+09:00,valor00001,solar,1072.4
1648155600000,2022-03-27T08:00:00+09:00,valor00001,solar,1372.73
1648155600000,2022-03-27T08:30:00+09:00,valor00001,solar,1966.61
1648155600000,2022-03-27T09:00:00+09:00,valor00001,solar,2967.83
1648155600000,2022-03-27T09:30:00+09:00,valor00001,solar,4565.67
1648155600000,2022-03-27T10:00:00+09:00,valor00001,solar,6358.46
1648155600000,2022-03-27T10:30:00+09:00,valor00001,solar,8059.18
1648155600000,2022-03-27T11:00:00+09:00,valor00001,solar,9514.13
1648155600000,2022-03-27T11:30:00+09:00,valor00001,solar,9753.76
1648155600000,2022-03-27T12:00:00+09:00,valor00001,solar,9831.9
1648155600000,2022-03-27T12:30:00+09:00,valor00001,solar,9747.23
1648155600000,2022-03-27T13:00:00+09:00,valor00001,solar,9501.19
1648155600000,2022-03-27T13:30:00+09:00,valor00001,solar,9098
1648155600000,2022-03-27T14:00:00+09:00,valor00001,solar,8544.55
1648155600000,2022-03-27T14:30:00+09:00,valor00001,solar,7850.31
1648155600000,2022-03-27T15:00:00+09:00,valor00001,solar,7027.16
1648155600000,2022-03-27T15:30:00+09:00,valor00001,solar,6089.19
1648155600000,2022-03-27T16:00:00+09:00,valor00001,solar,5052.44
1648155600000,2022-03-27T16:30:00+09:00,valor00001,solar,3934.66
1648155600000,2022-03-27T17:00:00+09:00,valor00001,solar,2754.96
1648155600000,2022-03-27T17:30:00+09:00,valor00001,solar,1533.54
1648155600000,2022-03-27T18:00:00+09:00,valor00001,solar,291.28
1648155600000,2022-03-27T18:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T19:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T19:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T20:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T20:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T21:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T21:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T22:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T22:30:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T23:00:00+09:00,valor00001,solar,0
1648155600000,2022-03-27T23:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T00:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T00:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T01:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T01:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T02:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T02:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T03:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T03:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T04:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T04:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T05:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T05:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T06:00:00+09:00,valor00001,solar,374.09
1648242000000,2022-03-28T06:30:00+09:00,valor00001,solar,1553.63
1648242000000,2022-03-28T07:00:00+09:00,valor00001,solar,2742.42
1648242000000,2022-03-28T07:30:00+09:00,valor00001,solar,3867.16
1648242000000,2022-03-28T08:00:00+09:00,valor00001,solar,4929.93
1648242000000,2022-03-28T08:30:00+09:00,valor00001,solar,5957.97
1648242000000,2022-03-28T09:00:00+09:00,valor00001,solar,6902.96
1648242000000,2022-03-28T09:30:00+09:00,valor00001,solar,7593.16
1648242000000,2022-03-28T10:00:00+09:00,valor00001,solar,8140.03
1648242000000,2022-03-28T10:30:00+09:00,valor00001,solar,8756.32
1648242000000,2022-03-28T11:00:00+09:00,valor00001,solar,9239.05
1648242000000,2022-03-28T11:30:00+09:00,valor00001,solar,9018.9
1648242000000,2022-03-28T12:00:00+09:00,valor00001,solar,8635.71
1648242000000,2022-03-28T12:30:00+09:00,valor00001,solar,8459.4
1648242000000,2022-03-28T13:00:00+09:00,valor00001,solar,8147.14
1648242000000,2022-03-28T13:30:00+09:00,valor00001,solar,7613.03
1648242000000,2022-03-28T14:00:00+09:00,valor00001,solar,6973.62
1648242000000,2022-03-28T14:30:00+09:00,valor00001,solar,6463.61
1648242000000,2022-03-28T15:00:00+09:00,valor00001,solar,5837.45
1648242000000,2022-03-28T15:30:00+09:00,valor00001,solar,5226.96
1648242000000,2022-03-28T16:00:00+09:00,valor00001,solar,4478.88
1648242000000,2022-03-28T16:30:00+09:00,valor00001,solar,3500.02
1648242000000,2022-03-28T17:00:00+09:00,valor00001,solar,2463.28
1648242000000,2022-03-28T17:30:00+09:00,valor00001,solar,1384.58
1648242000000,2022-03-28T18:00:00+09:00,valor00001,solar,286.59
1648242000000,2022-03-28T18:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T19:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T19:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T20:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T20:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T21:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T21:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T22:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T22:30:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T23:00:00+09:00,valor00001,solar,0
1648242000000,2022-03-28T23:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T00:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T00:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T01:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T01:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T02:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T02:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T03:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T03:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T04:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T04:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T05:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T05:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T06:00:00+09:00,valor00001,solar,256.17
1648328400000,2022-03-29T06:30:00+09:00,valor00001,solar,918.27
1648328400000,2022-03-29T07:00:00+09:00,valor00001,solar,1525.37
1648328400000,2022-03-29T07:30:00+09:00,valor00001,solar,2181.99
1648328400000,2022-03-29T08:00:00+09:00,valor00001,solar,2828.94
1648328400000,2022-03-29T08:30:00+09:00,valor00001,solar,3435.61
1648328400000,2022-03-29T09:00:00+09:00,valor00001,solar,4000.75
1648328400000,2022-03-29T09:30:00+09:00,valor00001,solar,4620.72
1648328400000,2022-03-29T10:00:00+09:00,valor00001,solar,5197.26
1648328400000,2022-03-29T10:30:00+09:00,valor00001,solar,5819.27
1648328400000,2022-03-29T11:00:00+09:00,valor00001,solar,6392.23
1648328400000,2022-03-29T11:30:00+09:00,valor00001,solar,6579.77
1648328400000,2022-03-29T12:00:00+09:00,valor00001,solar,6660.58
1648328400000,2022-03-29T12:30:00+09:00,valor00001,solar,5704.04
1648328400000,2022-03-29T13:00:00+09:00,valor00001,solar,4719.6
1648328400000,2022-03-29T13:30:00+09:00,valor00001,solar,3806.66
1648328400000,2022-03-29T14:00:00+09:00,valor00001,solar,2916.1
1648328400000,2022-03-29T14:30:00+09:00,valor00001,solar,2203.04
1648328400000,2022-03-29T15:00:00+09:00,valor00001,solar,1909.09
1648328400000,2022-03-29T15:30:00+09:00,valor00001,solar,1656.28
1648328400000,2022-03-29T16:00:00+09:00,valor00001,solar,1377.01
1648328400000,2022-03-29T16:30:00+09:00,valor00001,solar,1247.76
1648328400000,2022-03-29T17:00:00+09:00,valor00001,solar,1009.88
1648328400000,2022-03-29T17:30:00+09:00,valor00001,solar,590.62
1648328400000,2022-03-29T18:00:00+09:00,valor00001,solar,136.01
1648328400000,2022-03-29T18:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T19:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T19:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T20:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T20:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T21:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T21:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T22:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T22:30:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T23:00:00+09:00,valor00001,solar,0
1648328400000,2022-03-29T23:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T00:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T00:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T01:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T01:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T02:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T02:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T03:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T03:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T04:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T04:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T05:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T05:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T06:00:00+09:00,valor00001,solar,200.87
1648414800000,2022-03-30T06:30:00+09:00,valor00001,solar,679.99
1648414800000,2022-03-30T07:00:00+09:00,valor00001,solar,1142.88
1648414800000,2022-03-30T07:30:00+09:00,valor00001,solar,1657.57
1648414800000,2022-03-30T08:00:00+09:00,valor00001,solar,2179.98
1648414800000,2022-03-30T08:30:00+09:00,valor00001,solar,2799.84
1648414800000,2022-03-30T09:00:00+09:00,valor00001,solar,3429.38
1648414800000,2022-03-30T09:30:00+09:00,valor00001,solar,3872.71
1648414800000,2022-03-30T10:00:00+09:00,valor00001,solar,4263.56
1648414800000,2022-03-30T10:30:00+09:00,valor00001,solar,4655.88
1648414800000,2022-03-30T11:00:00+09:00,valor00001,solar,4988.21
1648414800000,2022-03-30T11:30:00+09:00,valor00001,solar,4986.56
1648414800000,2022-03-30T12:00:00+09:00,valor00001,solar,4909.47
1648414800000,2022-03-30T12:30:00+09:00,valor00001,solar,4575.28
1648414800000,2022-03-30T13:00:00+09:00,valor00001,solar,4172.27
1648414800000,2022-03-30T13:30:00+09:00,valor00001,solar,4511.76
1648414800000,2022-03-30T14:00:00+09:00,valor00001,solar,4728.62
1648414800000,2022-03-30T14:30:00+09:00,valor00001,solar,4739.16
1648414800000,2022-03-30T15:00:00+09:00,valor00001,solar,4597.46
1648414800000,2022-03-30T15:30:00+09:00,valor00001,solar,4311.78
1648414800000,2022-03-30T16:00:00+09:00,valor00001,solar,3856.85
1648414800000,2022-03-30T16:30:00+09:00,valor00001,solar,3128.03
1648414800000,2022-03-30T17:00:00+09:00,valor00001,solar,2289.54
1648414800000,2022-03-30T17:30:00+09:00,valor00001,solar,1285.3
1648414800000,2022-03-30T18:00:00+09:00,valor00001,solar,300.99
1648414800000,2022-03-30T18:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T19:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T19:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T20:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T20:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T21:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T21:30:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T22:00:00+09:00,valor00001,solar,0
1648414800000,2022-03-30T22:30:00+09:00,valor00001,solar,0
