"time","datetime","location","element","solar(W/m2)"
1648155600000,2022-03-27T00:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T00:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T01:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T01:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T02:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T02:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T03:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T03:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T04:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T04:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T05:00:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T05:30:00+09:00,yaoko00007,solar,0
1648155600000,2022-03-27T06:00:00+09:00,yaoko00007,solar,401.8
1648155600000,2022-03-27T06:30:00+09:00,yaoko00007,solar,1055.45
1648155600000,2022-03-27T07:00:00+09:00,yaoko00007,solar,1785.03
1648155600000,2022-03-27T07:30:00+09:00,yaoko00007,solar,2536.57
1648155600000,2022-03-27T08:00:00+09:00,yaoko00007,solar,3312.14
1648155600000,2022-03-27T08:30:00+09:00,yaoko00007,solar,4305.8
1648155600000,2022-03-27T09:00:00+09:00,yaoko00007,solar,5344.03
1648155600000,2022-03-27T09:30:00+09:00,yaoko00007,solar,6548.75
1648155600000,2022-03-27T10:00:00+09:00,yaoko00007,solar,7757.45
1648155600000,2022-03-27T10:30:00+09:00,yaoko00007,solar,8673.74
1648155600000,2022-03-27T11:00:00+09:00,yaoko00007,solar,9489.87
1648155600000,2022-03-27T11:30:00+09:00,yaoko00007,solar,9406.06
1648155600000,2022-03-27T12:00:00+09:00,yaoko00007,solar,9165.79
1648155600000,2022-03-27T12:30:00+09:00,yaoko00007,solar,8656.27
1648155600000,2022-03-27T13:00:00+09:00,yaoko00007,solar,8025.14
1648155600000,2022-03-27T13:30:00+09:00,yaoko00007,solar,7130.39
