"time","datetime","location","element","cloud(%)"
1648155600000,2022-03-27T00:00:00+09:00,valor00001,cloud,97
1648155600000,2022-03-27T00:30:00+09:00,valor00001,cloud,96
1648155600000,2022-03-27T01:00:00+09:00,valor00001,cloud,95
1648155600000,2022-03-27T01:30:00+09:00,valor00001,cloud,92
1648155600000,2022-03-27T02:00:00+09:00,valor00001,cloud,90
1648155600000,2022-03-27T02:30:00+09:00,valor00001,cloud,90
1648155600000,2022-03-27T03:00:00+09:00,valor00001,cloud,90
1648155600000,2022-03-27T03:30:00+09:00,valor00001,cloud,89
1648155600000,2022-03-27T04:00:00+09:00,valor00001,cloud,89
1648155600000,2022-03-27T04:30:00+09:00,valor00001,cloud,92
1648155600000,2022-03-27T05:00:00+09:00,valor00001,cloud,95
1648155600000,2022-03-27T05:30:00+09:00,valor00001,cloud,95
1648155600000,2022-03-27T06:00:00+09:00,valor00001,cloud,96
1648155600000,2022-03-27T06:30:00+09:00,valor00001,cloud,95
1648155600000,2022-03-27T07:00:00+09:00,valor00001,cloud,95
1648155600000,2022-03-27T07:30:00+09:00,valor00001,cloud,96
1648155600000,2022-03-27T08:00:00+09:00,valor00001,cloud,97
1648155600000,2022-03-27T08:30:00+09:00,valor00001,cloud,89
1648155600000,2022-03-27T09:00:00+09:00,valor00001,cloud,81
1648155600000,2022-03-27T09:30:00+09:00,valor00001,cloud,60
1648155600000,2022-03-27T10:00:00+09:00,valor00001,cloud,38
1648155600000,2022-03-27T10:30:00+09:00,valor00001,cloud,19
1648155600000,2022-03-27T11:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T11:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T12:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T12:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T13:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T13:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T14:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T14:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T15:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T15:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T16:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T16:30:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T17:00:00+09:00,valor00001,cloud,0
1648155600000,2022-03-27T17:30:00+09:00,valor00001,cloud,1
1648155600000,2022-03-27T18:00:00+09:00,valor00001,cloud,3
