"time","datetime","location","element","temperature(℃)"
1648155600000,2022-03-27T00:00:00+09:00,valor00002,temperature,15.65
1648155600000,2022-03-27T00:30:00+09:00,valor00002,temperature,15.22
1648155600000,2022-03-27T01:00:00+09:00,valor00002,temperature,14.79
1648155600000,2022-03-27T01:30:00+09:00,valor00002,temperature,14.75
1648155600000,2022-03-27T02:00:00+09:00,valor00002,temperature,14.71
1648155600000,2022-03-27T02:30:00+09:00,valor00002,temperature,14.58
1648155600000,2022-03-27T03:00:00+09:00,valor00002,temperature,14.45
1648155600000,2022-03-27T03:30:00+09:00,valor00002,temperature,13.92
1648155600000,2022-03-27T04:00:00+09:00,valor00002,temperature,13.39
1648155600000,2022-03-27T04:30:00+09:00,valor00002,temperature,12.87
1648155600000,2022-03-27T05:00:00+09:00,valor00002,temperature,12.35
1648155600000,2022-03-27T05:30:00+09:00,valor00002,temperature,11.88
1648155600000,2022-03-27T06:00:00+09:00,valor00002,temperature,11.41
1648155600000,2022-03-27T06:30:00+09:00,valor00002,temperature,11.34
1648155600000,2022-03-27T07:00:00+09:00,valor00002,temperature,11.27
1648155600000,2022-03-27T07:30:00+09:00,valor00002,temperature,11.69
1648155600000,2022-03-27T08:00:00+09:00,valor00002,temperature,12.11
1648155600000,2022-03-27T08:30:00+09:00,valor00002,temperature,12.77
1648155600000,2022-03-27T09:00:00+09:00,valor00002,temperature,13.43
1648155600000,2022-03-27T09:30:00+09:00,valor00002,temperature,14.04
1648155600000,2022-03-27T10:00:00+09:00,valor00002,temperature,14.66
1648155600000,2022-03-27T10:30:00+09:00,valor00002,temperature,15.27
1648155600000,2022-03-27T11:00:00+09:00,valor00002,temperature,15.87
1648155600000,2022-03-27T11:30:00+09:00,valor00002,temperature,16.41
1648155600000,2022-03-27T12:00:00+09:00,valor00002,temperature,16.96
1648155600000,2022-03-27T12:30:00+09:00,valor00002,temperature,17.31
1648155600000,2022-03-27T13:00:00+09:00,valor00002,temperature,17.66
1648155600000,2022-03-27T13:30:00+09:00,valor00002,temperature,17.82
1648155600000,2022-03-27T14:00:00+09:00,valor00002,temperature,17.98
1648155600000,2022-03-27T14:30:00+09:00,valor00002,temperature,17.89
1648155600000,2022-03-27T15:00:00+09:00,valor00002,temperature,17.8
1648155600000,2022-03-27T15:30:00+09:00,valor00002,temperature,17.37
1648155600000,2022-03-27T16:00:00+09:00,valor00002,temperature,16.94
1648155600000,2022-03-27T16:30:00+09:00,valor00002,temperature,16.26
1648155600000,2022-03-27T17:00:00+09:00,valor00002,temperature,15.57
1648155600000,2022-03-27T17:30:00+09:00,valor00002,temperature,14.67
1648155600000,2022-03-27T18:00:00+09:00,valor00002,temperature,13.78
1648155600000,2022-03-27T18:30:00+09:00,valor00002,temperature,13.13
1648155600000,2022-03-27T19:00:00+09:00,valor00002,temperature,12.49
1648155600000,2022-03-27T19:30:00+09:00,valor00002,temperature,11.9
1648155600000,2022-03-27T20:00:00+09:00,valor00002,temperature,11.3
1648155600000,2022-03-27T20:30:00+09:00,valor00002,temperature,10.77
1648155600000,2022-03-27T21:00:00+09:00,valor00002,temperature,10.23
1648155600000,2022-03-27T21:30:00+09:00,valor00002,temperature,9.75
1648155600000,2022-03-27T22:00:00+09:00,valor00002,temperature,9.26
1648155600000,2022-03-27T22:30:00+09:00,valor00002,temperature,8.69
1648155600000,2022-03-27T23:00:00+09:00,valor00002,temperature,8.12
1648155600000,2022-03-27T23:30:00+09:00,valor00002,temperature,7.65
1648242000000,2022-03-28T00:00:00+09:00,valor00002,temperature,6.07
1648242000000,2022-03-28T00:30:00+09:00,valor00002,temperature,6.52
1648242000000,2022-03-28T01:00:00+09:00,valor00002,temperature,6.97
1648242000000,2022-03-28T01:30:00+09:00,valor00002,temperature,7.94
1648242000000,2022-03-28T02:00:00+09:00,valor00002,temperature,8.9
1648242000000,2022-03-28T02:30:00+09:00,valor00002,temperature,9.14
1648242000000,2022-03-28T03:00:00+09:00,valor00002,temperature,9.37
1648242000000,2022-03-28T03:30:00+09:00,valor00002,temperature,9.07
1648242000000,2022-03-28T04:00:00+09:00,valor00002,temperature,8.77
1648242000000,2022-03-28T04:30:00+09:00,valor00002,temperature,8.4
1648242000000,2022-03-28T05:00:00+09:00,valor00002,temperature,8.02
1648242000000,2022-03-28T05:30:00+09:00,valor00002,temperature,7.77
1648242000000,2022-03-28T06:00:00+09:00,valor00002,temperature,7.52
1648242000000,2022-03-28T06:30:00+09:00,valor00002,temperature,7.62
1648242000000,2022-03-28T07:00:00+09:00,valor00002,temperature,7.72
1648242000000,2022-03-28T07:30:00+09:00,valor00002,temperature,8.24
1648242000000,2022-03-28T08:00:00+09:00,valor00002,temperature,8.76
1648242000000,2022-03-28T08:30:00+09:00,valor00002,temperature,9.44
1648242000000,2022-03-28T09:00:00+09:00,valor00002,temperature,10.12
1648242000000,2022-03-28T09:30:00+09:00,valor00002,temperature,10.8
1648242000000,2022-03-28T10:00:00+09:00,valor00002,temperature,11.48
1648242000000,2022-03-28T10:30:00+09:00,valor00002,temperature,12.03
1648242000000,2022-03-28T11:00:00+09:00,valor00002,temperature,12.57
1648242000000,2022-03-28T11:30:00+09:00,valor00002,temperature,12.93
1648242000000,2022-03-28T12:00:00+09:00,valor00002,temperature,13.28
1648242000000,2022-03-28T12:30:00+09:00,valor00002,temperature,13.37
1648242000000,2022-03-28T13:00:00+09:00,valor00002,temperature,13.46
1648242000000,2022-03-28T13:30:00+09:00,valor00002,temperature,13.43
1648242000000,2022-03-28T14:00:00+09:00,valor00002,temperature,13.4
1648242000000,2022-03-28T14:30:00+09:00,valor00002,temperature,13.24
1648242000000,2022-03-28T15:00:00+09:00,valor00002,temperature,13.07
1648242000000,2022-03-28T15:30:00+09:00,valor00002,temperature,12.73
1648242000000,2022-03-28T16:00:00+09:00,valor00002,temperature,12.39
1648242000000,2022-03-28T16:30:00+09:00,valor00002,temperature,11.85
1648242000000,2022-03-28T17:00:00+09:00,valor00002,temperature,11.32
1648242000000,2022-03-28T17:30:00+09:00,valor00002,temperature,10.62
1648242000000,2022-03-28T18:00:00+09:00,valor00002,temperature,9.92
1648242000000,2022-03-28T18:30:00+09:00,valor00002,temperature,9.39
1648242000000,2022-03-28T19:00:00+09:00,valor00002,temperature,8.86
1648242000000,2022-03-28T19:30:00+09:00,valor00002,temperature,8.47
1648242000000,2022-03-28T20:00:00+09:00,valor00002,temperature,8.07
1648242000000,2022-03-28T20:30:00+09:00,valor00002,temperature,7.69
1648242000000,2022-03-28T21:00:00+09:00,valor00002,temperature,7.31
1648242000000,2022-03-28T21:30:00+09:00,valor00002,temperature,6.89
1648242000000,2022-03-28T22:00:00+09:00,valor00002,temperature,6.47
1648242000000,2022-03-28T22:30:00+09:00,valor00002,temperature,6.17
1648242000000,2022-03-28T23:00:00+09:00,valor00002,temperature,5.87
1648242000000,2022-03-28T23:30:00+09:00,valor00002,temperature,5.67
1648328400000,2022-03-29T00:00:00+09:00,valor00002,temperature,5.38
1648328400000,2022-03-29T00:30:00+09:00,valor00002,temperature,5.31
1648328400000,2022-03-29T01:00:00+09:00,valor00002,temperature,5.23
1648328400000,2022-03-29T01:30:00+09:00,valor00002,temperature,5.18
1648328400000,2022-03-29T02:00:00+09:00,valor00002,temperature,5.13
1648328400000,2022-03-29T02:30:00+09:00,valor00002,temperature,5.08
1648328400000,2022-03-29T03:00:00+09:00,valor00002,temperature,5.03
1648328400000,2022-03-29T03:30:00+09:00,valor00002,temperature,4.98
1648328400000,2022-03-29T04:00:00+09:00,valor00002,temperature,4.93
1648328400000,2022-03-29T04:30:00+09:00,valor00002,temperature,4.86
1648328400000,2022-03-29T05:00:00+09:00,valor00002,temperature,4.79
1648328400000,2022-03-29T05:30:00+09:00,valor00002,temperature,4.76
1648328400000,2022-03-29T06:00:00+09:00,valor00002,temperature,4.73
1648328400000,2022-03-29T06:30:00+09:00,valor00002,temperature,5.35
1648328400000,2022-03-29T07:00:00+09:00,valor00002,temperature,5.96
1648328400000,2022-03-29T07:30:00+09:00,valor00002,temperature,7.15
1648328400000,2022-03-29T08:00:00+09:00,valor00002,temperature,8.33
1648328400000,2022-03-29T08:30:00+09:00,valor00002,temperature,9.34
1648328400000,2022-03-29T09:00:00+09:00,valor00002,temperature,10.35
1648328400000,2022-03-29T09:30:00+09:00,valor00002,temperature,11.17
1648328400000,2022-03-29T10:00:00+09:00,valor00002,temperature,11.99
1648328400000,2022-03-29T10:30:00+09:00,valor00002,temperature,12.61
1648328400000,2022-03-29T11:00:00+09:00,valor00002,temperature,13.24
1648328400000,2022-03-29T11:30:00+09:00,valor00002,temperature,13.66
1648328400000,2022-03-29T12:00:00+09:00,valor00002,temperature,14.09
