"time","datetime","location","element","cloud(%)"
1648155600000,2022-03-27T00:00:00+09:00,valor00002,cloud,97
1648155600000,2022-03-27T00:30:00+09:00,valor00002,cloud,96
1648155600000,2022-03-27T01:00:00+09:00,valor00002,cloud,95
1648155600000,2022-03-27T01:30:00+09:00,valor00002,cloud,91
1648155600000,2022-03-27T02:00:00+09:00,valor00002,cloud,86
1648155600000,2022-03-27T02:30:00+09:00,valor00002,cloud,75
1648155600000,2022-03-27T03:00:00+09:00,valor00002,cloud,64
1648155600000,2022-03-27T03:30:00+09:00,valor00002,cloud,63
1648155600000,2022-03-27T04:00:00+09:00,valor00002,cloud,61
1648155600000,2022-03-27T04:30:00+09:00,valor00002,cloud,69
1648155600000,2022-03-27T05:00:00+09:00,valor00002,cloud,76
1648155600000,2022-03-27T05:30:00+09:00,valor00002,cloud,79
1648155600000,2022-03-27T06:00:00+09:00,valor00002,cloud,82
1648155600000,2022-03-27T06:30:00+09:00,valor00002,cloud,77
1648155600000,2022-03-27T07:00:00+09:00,valor00002,cloud,71
1648155600000,2022-03-27T07:30:00+09:00,valor00002,cloud,69
1648155600000,2022-03-27T08:00:00+09:00,valor00002,cloud,67
1648155600000,2022-03-27T08:30:00+09:00,valor00002,cloud,54
1648155600000,2022-03-27T09:00:00+09:00,valor00002,cloud,41
1648155600000,2022-03-27T09:30:00+09:00,valor00002,cloud,20
1648155600000,2022-03-27T10:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T10:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T11:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T11:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T12:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T12:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T13:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T13:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T14:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T14:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T15:00:00+09:00,valor00002,cloud,1
1648155600000,2022-03-27T15:30:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T16:00:00+09:00,valor00002,cloud,0
1648155600000,2022-03-27T16:30:00+09:00,valor00002,cloud,0
